plant_id,Timestamp,co2,humidity,light,soilHumidity,temperature
1,2022-04-29 07:39:30,406.045317051467,26,1.5,34.3669957787803,19.1706172991544
1,2022-04-29 08:19:50,400.208728480534,26,3.36363636363636,38.4050068136207,19.213561027078
1,2022-04-29 09:00:10,386.890225093967,26,4.83333333333333,39.36637865377,19.7150582473259
1,2022-04-29 09:40:30,414.776800818586,26,6.08333333333333,38.7572064405875,19.2035363798495
1,2022-04-29 10:20:50,398.421505733083,26,7.08333333333333,39.2631618913159,19.8704593919683
1,2022-04-29 11:01:10,409.075452436072,26,14.5833333333333,37.5085765433241,19.5426259243395
1,2022-04-29 11:41:30,408.884633245878,26,9.83333333333333,38.1593337451906,19.9131305406336
1,2022-04-29 12:21:50,401.645183006937,26,11.6363636363636,37.6274199245214,19.9703919496387
1,2022-04-29 13:02:10,403.737009801436,26,13.6666666666667,37.6253040705955,19.2344894027337
1,2022-04-29 14:22:50,381.465313322532,26,30.8333333333333,38.1096325877059,20.4914006683975
1,2022-04-29 15:03:10,427.248280780898,26,39.1818181818182,35.6277637139919,20.8221525596455
1,2022-04-29 15:43:30,463.992550770286,26,52.8333333333333,36.2970366867695,21.72475862992
1,2022-04-29 16:23:50,447.073365563372,26,77.9166666666667,39.2085754807365,23.5310947392136
1,2022-04-29 17:04:10,442.442922221962,26,53.4166666666667,35.1138101970941,21.3673173105344
1,2022-04-29 17:44:30,463.08581987561,26,40.8181818181818,35.3923861740637,21.2455252035055
1,2022-04-29 18:24:50,429.285505857573,26,26.0909090909091,35.8253173844661,20.5264107254334
1,2022-04-29 19:05:10,424.393514280758,26,15.8181818181818,35.7889229848128,20.7870773358736
1,2022-04-29 19:45:30,432.23167108108,26,11.3333333333333,36.2510295090761,20.0276755513623
1,2022-04-29 21:06:10,435.251140802633,26,0,36.7199006854593,20.407032513991
1,2022-04-29 21:46:30,422.862760484388,26,0,36.8157333714902,20.1332935641985
1,2022-04-29 22:26:50,424.074612572013,26,0,37.8726346602225,20.356309985742
1,2022-04-29 23:07:10,427.86400820125,26,0,37.5603419918327,20.0809946460649
1,2022-04-29 23:47:30,396.0973904858,26,0,39.5749486686637,20.8041262968909
1,2022-04-30 00:27:50,414.297335742973,26,0,36.8299048083211,20.5240903187077
1,2022-04-30 01:08:10,417.010447093286,26,0,34.6824978770612,20.9936837346124
1,2022-04-30 01:48:30,399.483277538537,26,0,35.7426612242089,21.3576579743531
1,2022-04-30 02:28:50,405.710213331971,26,0,38.5615573649523,21.9261672950815
1,2022-04-30 03:49:30,397.782598377361,26,0,36.7029518149065,22.0639713169076
1,2022-04-30 04:29:50,394.398516172233,26,0,35.6125657763155,22.6509942775592
1,2022-04-30 05:10:10,390.857670701236,26,0,34.3418349612937,23.0095331986773
1,2022-04-30 05:50:30,365.297028076763,26,0,37.2941847142631,23.0434112544172
1,2022-04-30 06:30:50,383.779647270528,26,0,35.2350049875158,23.9796299308073
1,2022-04-30 07:11:10,371.577265072021,26,0,34.5876958346825,23.4642508649267
1,2022-04-30 07:51:30,367.937463718212,26,2.63636363636364,38.2485918396732,23.8298553961795
1,2022-04-30 08:31:50,388.964630430056,26,7.09090909090909,38.8338615916253,23.1183310947381
1,2022-04-30 09:12:10,372.658325631016,26,9.16666666666667,35.4199129871054,23.4210790784564
1,2022-04-30 10:32:50,380.26999290958,26,11,35.827395905494,22.1397094605491
1,2022-04-30 11:13:10,362.375044605695,26,12.75,39.4110848569216,22.7245930456556
1,2022-04-30 11:53:30,371.218108064185,26,14.3333333333333,37.6340499543325,22.5261256182566
1,2022-04-30 12:33:50,379.839629981977,26,22,35.81484923765,22.2463100953028
1,2022-04-30 13:14:10,382.90421394771,25.7647058823529,34.0833333333333,35.7482148321236,23.2204202427529
1,2022-04-30 13:54:30,365.651237698582,25.2352941176471,44.4166666666667,35.409278527773,23.8544160546735
1,2022-04-30 14:34:50,383.927815864625,25.25,55.6363636363636,35.0758450914812,24.2560062955599
1,2022-04-30 15:15:10,407.226471064302,25.2352941176471,53.4166666666667,38.6696342530209,24.4787543574348
1,2022-04-30 15:55:30,402.735513661429,25.125,42.8,38.3853693664515,24.5509238904342
1,2022-04-30 17:16:10,405.947554693185,25.5882352941176,69.2,37.1811777826913,24.7668097529095
1,2022-04-30 17:56:30,408.530328579402,25.8125,51.3333333333333,35.8273666922224,24.9046048417222
1,2022-04-30 18:36:50,396.73677466282,25.0714285714286,32.0833333333333,35.5450314386604,24.472226920072
1,2022-04-30 19:17:10,341.619606322919,23.2142857142857,20,51.302967004499,18
1,2022-04-30 19:57:30,401.535774601003,25,12.1666666666667,36.7285431478891,22.8160981943365
1,2022-04-30 20:37:50,385.106643985181,25,5.16666666666667,36.0273427300257,22.3448908545543
1,2022-04-30 21:18:10,372.979792169888,25,0.181818181818182,35.3484979515979,22.5361355310306
1,2022-04-30 21:58:30,384.102359894282,25,0,37.7097339825935,22.4655006676912
1,2022-04-30 22:38:50,369.121932490729,25,0,36.1937363728363,22.2557463247795
1,2022-04-30 23:59:30,361.070520618132,25,0,36.6159643168524,22.9801270598546
1,2022-05-01 00:39:50,371.973264536044,25,0,37.3223763905688,22.7554795369506
1,2022-05-01 01:20:10,378.969110354315,26.3529411764706,0,35.5587554808992,22.8090044341516
1,2022-05-01 02:00:30,367.945541475589,25.8823529411765,0,34.3067929224622,22.5279923693743
1,2022-05-01 02:40:50,383.756987033567,25.1052631578947,0,35.24088991924,21.9200070743294
1,2022-05-01 03:21:10,376.104350828481,25,0,33.9238712565241,21.9511904967949
1,2022-05-01 04:01:30,368.268089598087,25,0,34.8954938876399,21.7346036075614
1,2022-05-01 04:41:50,358.048949475188,25,0,36.4628293470463,21.9707603058778
1,2022-05-01 05:22:10,358.100841477141,25,0,36.3510102445574,21.382468466647
1,2022-05-01 06:42:50,365.627070880761,25,0,35.3761828451673,21.6343339660671
1,2022-05-01 07:23:10,363.891597390485,25,0.333333333333333,34.7623583906656,21.8946801989805
1,2022-05-01 08:03:30,368.957916138849,25,2.33333333333333,36.55228036972,21.7201895816252
1,2022-05-01 08:43:50,349.020070103308,25,3.75,33.7540764420209,21.5649598196615
1,2022-05-01 09:24:10,370.385934795719,25,4.66666666666667,35.3768897131788,21.5264447969384
1,2022-05-01 10:04:30,357.272797337437,25,5.09090909090909,36.2631645699076,21.4798540961929
1,2022-05-01 10:44:50,342.156009735116,25,6,37.0886972871818,21.3618462770246
1,2022-05-01 11:25:10,353.639848487325,25,7.18181818181818,36.2346535596972,21.4512917746324
1,2022-05-01 12:05:30,338.982498846389,25,8,33.1090011388931,21.826289974153
1,2022-05-01 13:26:10,349.920323604873,25,18.3333333333333,33.6462617869814,21.8937802363653
1,2022-05-01 14:06:30,362.883040415504,25,21.9090909090909,37.4782639637491,21.9256358342245
1,2022-05-01 14:46:50,351.368001883384,25,33.6666666666667,34.9047416396255,23.0367090720683
1,2022-05-01 15:27:10,362.54427374263,25,34.9166666666667,37.5240632911392,23.4729891566094
1,2022-05-01 16:07:30,339.702882795439,25,52.5,33.7628862808917,24.9078765467275
1,2022-05-01 16:47:50,368.548102300925,25,70.9166666666667,34.330188892639,27.2
1,2022-05-01 17:28:10,353.86876358312,25,34.0909090909091,33.1614559301523,24.6953686608467
1,2022-05-01 18:08:30,363.223337101581,25,33.8181818181818,33.2255903815834,24.0465432144701
1,2022-05-01 18:48:50,353.542871110969,25,24.2222222222222,35.1031535961706,23.8150518420152
1,2022-05-01 20:09:30,356.190940116998,25,3.5,32.8628868852314,22.7071497645229
1,2022-05-01 20:49:50,351.990791128793,25,1.41666666666667,34.4837294156249,22.6810306184925
1,2022-05-01 21:30:10,327.576105202393,25,0,36.2775367134106,22.1379135565367
1,2022-05-01 22:10:30,331.701722930806,25,0,35.9788351972677,22.2110259835608
1,2022-05-01 22:50:50,326.01792295572,25,0,34.2561060786315,22.3249744989444
1,2022-05-01 23:31:10,354.617669840188,25,0,34.6837179745664,22.3058656707872
1,2022-05-02 00:11:30,328.161692620763,25,0,32.1180979804454,22.7358214561827
1,2022-05-02 00:51:50,342.741602027365,25,0,34.9301404005252,22.8830826631747
1,2022-05-02 01:32:10,333.213829184417,25,0,33.5709897334448,22.1870565556455
1,2022-05-02 03:33:10,332.920361081562,25,0,37.162485701187,22.3074297193565
